path,scenes,raw_scenes
results/huggies/C7E9xNpubJs_2024-05-17_17-17-11_UTC_1,"[(0.0, 4.367), (4.367, 5.133), (5.133, 6.6), (6.6, 7.4), (7.4, 8.6), (8.6, 9.6), (9.6, 10.333), (10.333, 11.433), (11.433, 12.033), (12.033, 13.267), (13.267, 13.967), (13.967, 14.767), (14.767, 15.767), (15.767, 17.133), (17.133, 18.133), (18.133, 19.433), (19.433, 20.833), (20.833, 22.4), (22.4, 23.2), (23.2, 24.4), (24.4, 25.367), (25.367, 26.033), (26.033, 28.467), (28.467, 29.9), (29.9, 31.233)]","[('00:00:00.000', '00:00:04.367'), ('00:00:04.367', '00:00:05.133'), ('00:00:05.133', '00:00:06.600'), ('00:00:06.600', '00:00:07.400'), ('00:00:07.400', '00:00:08.600'), ('00:00:08.600', '00:00:09.600'), ('00:00:09.600', '00:00:10.333'), ('00:00:10.333', '00:00:11.433'), ('00:00:11.433', '00:00:12.033'), ('00:00:12.033', '00:00:13.267'), ('00:00:13.267', '00:00:13.967'), ('00:00:13.967', '00:00:14.767'), ('00:00:14.767', '00:00:15.767'), ('00:00:15.767', '00:00:17.133'), ('00:00:17.133', '00:00:18.133'), ('00:00:18.133', '00:00:19.433'), ('00:00:19.433', '00:00:20.833'), ('00:00:20.833', '00:00:22.400'), ('00:00:22.400', '00:00:23.200'), ('00:00:23.200', '00:00:24.400'), ('00:00:24.400', '00:00:25.367'), ('00:00:25.367', '00:00:26.033'), ('00:00:26.033', '00:00:28.467'), ('00:00:28.467', '00:00:29.900'), ('00:00:29.900', '00:00:31.233')]"
results/huggies/C5OSeeOscCt_2024-04-01_15-06-55_UTC_1,"[(0.0, 1.533), (1.533, 3.633), (3.633, 5.1), (5.1, 6.633), (6.633, 7.833), (7.833, 10.3), (10.3, 11.367), (11.367, 11.967)]","[('00:00:00.000', '00:00:01.533'), ('00:00:01.533', '00:00:03.633'), ('00:00:03.633', '00:00:05.100'), ('00:00:05.100', '00:00:06.633'), ('00:00:06.633', '00:00:07.833'), ('00:00:07.833', '00:00:10.300'), ('00:00:10.300', '00:00:11.367'), ('00:00:11.367', '00:00:11.967')]"
results/huggies/C-Vt9s8uwNN_2024-08-06_18-59-50_UTC_1,"[(0.0, 2.867), (2.867, 4.167), (4.167, 6.767), (6.767, 9.467), (9.467, 11.333), (11.333, 14.0), (14.0, 17.0), (17.0, 19.133), (19.133, 24.033), (24.033, 28.267)]","[('00:00:00.000', '00:00:02.867'), ('00:00:02.867', '00:00:04.167'), ('00:00:04.167', '00:00:06.767'), ('00:00:06.767', '00:00:09.467'), ('00:00:09.467', '00:00:11.333'), ('00:00:11.333', '00:00:14.000'), ('00:00:14.000', '00:00:17.000'), ('00:00:17.000', '00:00:19.133'), ('00:00:19.133', '00:00:24.033'), ('00:00:24.033', '00:00:28.267')]"
results/huggies/C7BC1aagflN_2024-05-16_04-41-44_UTC_6_1,[],[]
results/huggies/C9-Apt8JH7f_2024-07-28_13-59-07_UTC_5_1,[],[]
results/huggies/C7UVpgGprqr_2024-05-23_16-32-18_UTC_1,"[(0.0, 0.8), (0.8, 1.8), (1.8, 3.233), (3.233, 4.8), (4.8, 6.6), (6.6, 7.4), (7.4, 8.5), (8.5, 13.0), (13.0, 14.433), (14.433, 15.4), (15.4, 18.733), (18.733, 22.167)]","[('00:00:00.000', '00:00:00.800'), ('00:00:00.800', '00:00:01.800'), ('00:00:01.800', '00:00:03.233'), ('00:00:03.233', '00:00:04.800'), ('00:00:04.800', '00:00:06.600'), ('00:00:06.600', '00:00:07.400'), ('00:00:07.400', '00:00:08.500'), ('00:00:08.500', '00:00:13.000'), ('00:00:13.000', '00:00:14.433'), ('00:00:14.433', '00:00:15.400'), ('00:00:15.400', '00:00:18.733'), ('00:00:18.733', '00:00:22.167')]"
results/huggies/C8FJXY7xELL_2024-06-11_15-27-51_UTC,"[(0.0, 2.237), (2.237, 19.916), (19.916, 23.885)]","[('00:00:00.000', '00:00:02.237'), ('00:00:02.237', '00:00:19.916'), ('00:00:19.916', '00:00:23.885')]"
results/huggies/C7BC1aagflN_2024-05-16_04-41-44_UTC_5_1,"[(0.0, 23.051), (23.051, 30.433)]","[('00:00:00.000', '00:00:23.051'), ('00:00:23.051', '00:00:30.433')]"
results/huggies/C-BBFvfyQ8s_2024-07-29_18-02-33_UTC,"[(0.0, 1.433), (1.433, 5.8), (5.8, 7.633), (7.633, 8.867), (8.867, 10.367), (10.367, 11.4), (11.4, 12.167), (12.167, 13.367), (13.367, 14.567), (14.567, 18.367), (18.367, 19.133), (19.133, 20.6), (20.6, 21.333), (21.333, 22.067), (22.067, 23.3), (23.3, 26.7), (26.7, 27.5), (27.5, 29.533), (29.533, 33.933)]","[('00:00:00.000', '00:00:01.433'), ('00:00:01.433', '00:00:05.800'), ('00:00:05.800', '00:00:07.633'), ('00:00:07.633', '00:00:08.867'), ('00:00:08.867', '00:00:10.367'), ('00:00:10.367', '00:00:11.400'), ('00:00:11.400', '00:00:12.167'), ('00:00:12.167', '00:00:13.367'), ('00:00:13.367', '00:00:14.567'), ('00:00:14.567', '00:00:18.367'), ('00:00:18.367', '00:00:19.133'), ('00:00:19.133', '00:00:20.600'), ('00:00:20.600', '00:00:21.333'), ('00:00:21.333', '00:00:22.067'), ('00:00:22.067', '00:00:23.300'), ('00:00:23.300', '00:00:26.700'), ('00:00:26.700', '00:00:27.500'), ('00:00:27.500', '00:00:29.533'), ('00:00:29.533', '00:00:33.933')]"
results/huggies/DBRyP_qOzcK_2024-10-18_19-56-06_UTC,"[(0.0, 1.033), (1.033, 2.033), (2.033, 3.2), (3.2, 4.033), (4.033, 5.4), (5.4, 6.733), (6.733, 7.767), (7.767, 8.433), (8.433, 9.2), (9.2, 12.3), (12.3, 13.5), (13.5, 17.4), (17.4, 18.967), (18.967, 19.8), (19.8, 21.267), (21.267, 22.933), (22.933, 23.933), (23.933, 24.933), (24.933, 25.533), (25.533, 26.133), (26.133, 27.233), (27.233, 29.5), (29.5, 30.533), (30.533, 31.2), (31.2, 33.533), (33.533, 34.667), (34.667, 36.067), (36.067, 39.7)]","[('00:00:00.000', '00:00:01.033'), ('00:00:01.033', '00:00:02.033'), ('00:00:02.033', '00:00:03.200'), ('00:00:03.200', '00:00:04.033'), ('00:00:04.033', '00:00:05.400'), ('00:00:05.400', '00:00:06.733'), ('00:00:06.733', '00:00:07.767'), ('00:00:07.767', '00:00:08.433'), ('00:00:08.433', '00:00:09.200'), ('00:00:09.200', '00:00:12.300'), ('00:00:12.300', '00:00:13.500'), ('00:00:13.500', '00:00:17.400'), ('00:00:17.400', '00:00:18.967'), ('00:00:18.967', '00:00:19.800'), ('00:00:19.800', '00:00:21.267'), ('00:00:21.267', '00:00:22.933'), ('00:00:22.933', '00:00:23.933'), ('00:00:23.933', '00:00:24.933'), ('00:00:24.933', '00:00:25.533'), ('00:00:25.533', '00:00:26.133'), ('00:00:26.133', '00:00:27.233'), ('00:00:27.233', '00:00:29.500'), ('00:00:29.500', '00:00:30.533'), ('00:00:30.533', '00:00:31.200'), ('00:00:31.200', '00:00:33.533'), ('00:00:33.533', '00:00:34.667'), ('00:00:34.667', '00:00:36.067'), ('00:00:36.067', '00:00:39.700')]"
results/huggies/C669hlRxgTQ_2024-05-13_20-03-09_UTC_1,"[(0.0, 0.867), (0.867, 3.233), (3.233, 4.033), (4.033, 4.6), (4.6, 6.167), (6.167, 8.233), (8.233, 9.667), (9.667, 10.733), (10.733, 11.533), (11.533, 12.3), (12.3, 14.433), (14.433, 15.2), (15.2, 19.5), (19.5, 20.533), (20.533, 21.6), (21.6, 23.2), (23.2, 27.9)]","[('00:00:00.000', '00:00:00.867'), ('00:00:00.867', '00:00:03.233'), ('00:00:03.233', '00:00:04.033'), ('00:00:04.033', '00:00:04.600'), ('00:00:04.600', '00:00:06.167'), ('00:00:06.167', '00:00:08.233'), ('00:00:08.233', '00:00:09.667'), ('00:00:09.667', '00:00:10.733'), ('00:00:10.733', '00:00:11.533'), ('00:00:11.533', '00:00:12.300'), ('00:00:12.300', '00:00:14.433'), ('00:00:14.433', '00:00:15.200'), ('00:00:15.200', '00:00:19.500'), ('00:00:19.500', '00:00:20.533'), ('00:00:20.533', '00:00:21.600'), ('00:00:21.600', '00:00:23.200'), ('00:00:23.200', '00:00:27.900')]"
results/huggies/C6uANqdxpq0_2024-05-08_19-27-38_UTC,"[(0.0, 1.3), (1.3, 2.0), (2.0, 2.933), (2.933, 3.567), (3.567, 5.633), (5.633, 8.2), (8.2, 10.2), (10.2, 13.3), (13.3, 14.067), (14.067, 15.667)]","[('00:00:00.000', '00:00:01.300'), ('00:00:01.300', '00:00:02.000'), ('00:00:02.000', '00:00:02.933'), ('00:00:02.933', '00:00:03.567'), ('00:00:03.567', '00:00:05.633'), ('00:00:05.633', '00:00:08.200'), ('00:00:08.200', '00:00:10.200'), ('00:00:10.200', '00:00:13.300'), ('00:00:13.300', '00:00:14.067'), ('00:00:14.067', '00:00:15.667')]"
results/huggies/DBpm5KIoGiG_2024-10-28_01-57-35_UTC_1,"[(0.0, 6.367), (6.367, 8.5), (8.5, 10.0), (10.0, 12.833), (12.833, 15.7), (15.7, 18.667), (18.667, 22.1), (22.1, 29.833), (29.833, 29.933)]","[('00:00:00.000', '00:00:06.367'), ('00:00:06.367', '00:00:08.500'), ('00:00:08.500', '00:00:10.000'), ('00:00:10.000', '00:00:12.833'), ('00:00:12.833', '00:00:15.700'), ('00:00:15.700', '00:00:18.667'), ('00:00:18.667', '00:00:22.100'), ('00:00:22.100', '00:00:29.833'), ('00:00:29.833', '00:00:29.933')]"
results/huggies/C9SheoqMXc5_2024-07-11_16-40-44_UTC_1,"[(0.0, 1.9), (1.9, 4.233), (4.233, 10.067), (10.067, 14.367), (14.367, 17.333), (17.333, 19.333), (19.333, 20.0), (20.0, 23.533), (23.533, 30.833)]","[('00:00:00.000', '00:00:01.900'), ('00:00:01.900', '00:00:04.233'), ('00:00:04.233', '00:00:10.067'), ('00:00:10.067', '00:00:14.367'), ('00:00:14.367', '00:00:17.333'), ('00:00:17.333', '00:00:19.333'), ('00:00:19.333', '00:00:20.000'), ('00:00:20.000', '00:00:23.533'), ('00:00:23.533', '00:00:30.833')]"
results/huggies/C7jwDHbJbTk_2024-05-29_16-11-18_UTC_1,[],[]
results/huggies/C2L1PcYrdjW_2024-01-17_02-39-23_UTC_1,"[(0.0, 20.0), (20.0, 40.0), (40.0, 42.6), (42.6, 49.267)]","[('00:00:00.000', '00:00:20.000'), ('00:00:20.000', '00:00:40.000'), ('00:00:40.000', '00:00:42.600'), ('00:00:42.600', '00:00:49.267')]"
results/huggies/C8vUwWxRYje_2024-06-28_00-36-06_UTC,"[(0.0, 3.167), (3.167, 4.7), (4.7, 5.333), (5.333, 9.133), (9.133, 9.6), (9.6, 11.433), (11.433, 12.933), (12.933, 13.4), (13.4, 13.867), (13.867, 14.867), (14.867, 15.533), (15.533, 16.2), (16.2, 17.033), (17.033, 17.667), (17.667, 18.333), (18.333, 19.133), (19.133, 21.4), (21.4, 22.767), (22.767, 23.6), (23.6, 24.933), (24.933, 26.133), (26.133, 26.733), (26.733, 28.933), (28.933, 30.633), (30.633, 33.067), (33.067, 34.6), (34.6, 35.633)]","[('00:00:00.000', '00:00:03.167'), ('00:00:03.167', '00:00:04.700'), ('00:00:04.700', '00:00:05.333'), ('00:00:05.333', '00:00:09.133'), ('00:00:09.133', '00:00:09.600'), ('00:00:09.600', '00:00:11.433'), ('00:00:11.433', '00:00:12.933'), ('00:00:12.933', '00:00:13.400'), ('00:00:13.400', '00:00:13.867'), ('00:00:13.867', '00:00:14.867'), ('00:00:14.867', '00:00:15.533'), ('00:00:15.533', '00:00:16.200'), ('00:00:16.200', '00:00:17.033'), ('00:00:17.033', '00:00:17.667'), ('00:00:17.667', '00:00:18.333'), ('00:00:18.333', '00:00:19.133'), ('00:00:19.133', '00:00:21.400'), ('00:00:21.400', '00:00:22.767'), ('00:00:22.767', '00:00:23.600'), ('00:00:23.600', '00:00:24.933'), ('00:00:24.933', '00:00:26.133'), ('00:00:26.133', '00:00:26.733'), ('00:00:26.733', '00:00:28.933'), ('00:00:28.933', '00:00:30.633'), ('00:00:30.633', '00:00:33.067'), ('00:00:33.067', '00:00:34.600'), ('00:00:34.600', '00:00:35.633')]"
results/huggies/C7E5mMdOTnM_2024-05-17_16-38-54_UTC_1,"[(0.0, 8.133), (8.133, 13.3), (13.3, 19.733), (19.733, 22.567), (22.567, 25.333), (25.333, 30.333), (30.333, 32.967), (32.967, 36.267)]","[('00:00:00.000', '00:00:08.133'), ('00:00:08.133', '00:00:13.300'), ('00:00:13.300', '00:00:19.733'), ('00:00:19.733', '00:00:22.567'), ('00:00:22.567', '00:00:25.333'), ('00:00:25.333', '00:00:30.333'), ('00:00:30.333', '00:00:32.967'), ('00:00:32.967', '00:00:36.267')]"
results/huggies/C79fGbFO5eY_2024-06-08_16-06-47_UTC,"[(0.0, 2.067), (2.067, 4.1), (4.1, 6.1), (6.1, 8.167), (8.167, 11.067), (11.067, 13.5), (13.5, 16.0), (16.0, 18.3), (18.3, 21.333), (21.333, 24.033), (24.033, 26.833), (26.833, 29.133), (29.133, 32.2)]","[('00:00:00.000', '00:00:02.067'), ('00:00:02.067', '00:00:04.100'), ('00:00:04.100', '00:00:06.100'), ('00:00:06.100', '00:00:08.167'), ('00:00:08.167', '00:00:11.067'), ('00:00:11.067', '00:00:13.500'), ('00:00:13.500', '00:00:16.000'), ('00:00:16.000', '00:00:18.300'), ('00:00:18.300', '00:00:21.333'), ('00:00:21.333', '00:00:24.033'), ('00:00:24.033', '00:00:26.833'), ('00:00:26.833', '00:00:29.133'), ('00:00:29.133', '00:00:32.200')]"
results/huggies/DCSE67jAles_2024-11-12_19-09-33_UTC,"[(0.0, 1.133), (1.133, 1.6), (1.6, 2.6), (2.6, 3.067), (3.067, 3.8), (3.8, 4.367), (4.367, 4.967), (4.967, 6.1), (6.1, 7.167), (7.167, 7.633), (7.633, 8.9), (8.9, 10.267), (10.267, 11.5), (11.5, 12.5), (12.5, 13.733), (13.733, 14.667), (14.667, 16.667), (16.667, 17.633), (17.633, 19.0), (19.0, 19.9), (19.9, 20.8), (20.8, 21.767), (21.767, 22.5), (22.5, 23.333), (23.333, 24.033), (24.033, 24.7), (24.7, 25.167), (25.167, 26.167), (26.167, 27.3), (27.3, 27.833), (27.833, 28.3), (28.3, 28.9), (28.9, 29.467), (29.467, 30.633), (30.633, 31.3), (31.3, 33.3), (33.3, 33.9), (33.9, 34.533), (34.533, 36.1), (36.1, 37.1), (37.1, 38.167), (38.167, 39.233), (39.233, 39.867), (39.867, 40.7), (40.7, 41.233), (41.233, 41.767), (41.767, 42.3), (42.3, 44.1), (44.1, 45.133), (45.133, 45.933), (45.933, 46.867), (46.867, 48.567)]","[('00:00:00.000', '00:00:01.133'), ('00:00:01.133', '00:00:01.600'), ('00:00:01.600', '00:00:02.600'), ('00:00:02.600', '00:00:03.067'), ('00:00:03.067', '00:00:03.800'), ('00:00:03.800', '00:00:04.367'), ('00:00:04.367', '00:00:04.967'), ('00:00:04.967', '00:00:06.100'), ('00:00:06.100', '00:00:07.167'), ('00:00:07.167', '00:00:07.633'), ('00:00:07.633', '00:00:08.900'), ('00:00:08.900', '00:00:10.267'), ('00:00:10.267', '00:00:11.500'), ('00:00:11.500', '00:00:12.500'), ('00:00:12.500', '00:00:13.733'), ('00:00:13.733', '00:00:14.667'), ('00:00:14.667', '00:00:16.667'), ('00:00:16.667', '00:00:17.633'), ('00:00:17.633', '00:00:19.000'), ('00:00:19.000', '00:00:19.900'), ('00:00:19.900', '00:00:20.800'), ('00:00:20.800', '00:00:21.767'), ('00:00:21.767', '00:00:22.500'), ('00:00:22.500', '00:00:23.333'), ('00:00:23.333', '00:00:24.033'), ('00:00:24.033', '00:00:24.700'), ('00:00:24.700', '00:00:25.167'), ('00:00:25.167', '00:00:26.167'), ('00:00:26.167', '00:00:27.300'), ('00:00:27.300', '00:00:27.833'), ('00:00:27.833', '00:00:28.300'), ('00:00:28.300', '00:00:28.900'), ('00:00:28.900', '00:00:29.467'), ('00:00:29.467', '00:00:30.633'), ('00:00:30.633', '00:00:31.300'), ('00:00:31.300', '00:00:33.300'), ('00:00:33.300', '00:00:33.900'), ('00:00:33.900', '00:00:34.533'), ('00:00:34.533', '00:00:36.100'), ('00:00:36.100', '00:00:37.100'), ('00:00:37.100', '00:00:38.167'), ('00:00:38.167', '00:00:39.233'), ('00:00:39.233', '00:00:39.867'), ('00:00:39.867', '00:00:40.700'), ('00:00:40.700', '00:00:41.233'), ('00:00:41.233', '00:00:41.767'), ('00:00:41.767', '00:00:42.300'), ('00:00:42.300', '00:00:44.100'), ('00:00:44.100', '00:00:45.133'), ('00:00:45.133', '00:00:45.933'), ('00:00:45.933', '00:00:46.867'), ('00:00:46.867', '00:00:48.567')]"
results/huggies/C2La3UjvZ4u_2024-01-16_22-51-28_UTC_1,"[(0.0, 3.367), (3.367, 5.067), (5.067, 8.267), (8.267, 9.233), (9.233, 10.467), (10.467, 11.833), (11.833, 14.667), (14.667, 19.433), (19.433, 21.733), (21.733, 24.067), (24.067, 25.633), (25.633, 27.4), (27.4, 29.133), (29.133, 31.133)]","[('00:00:00.000', '00:00:03.367'), ('00:00:03.367', '00:00:05.067'), ('00:00:05.067', '00:00:08.267'), ('00:00:08.267', '00:00:09.233'), ('00:00:09.233', '00:00:10.467'), ('00:00:10.467', '00:00:11.833'), ('00:00:11.833', '00:00:14.667'), ('00:00:14.667', '00:00:19.433'), ('00:00:19.433', '00:00:21.733'), ('00:00:21.733', '00:00:24.067'), ('00:00:24.067', '00:00:25.633'), ('00:00:25.633', '00:00:27.400'), ('00:00:27.400', '00:00:29.133'), ('00:00:29.133', '00:00:31.133')]"
results/huggies/C_LobwOOonC_2024-08-27_17-30-07_UTC_1,"[(0.0, 1.548), (1.548, 2.524), (2.524, 3.837), (3.837, 5.317), (5.317, 8.245), (8.245, 9.962), (9.962, 12.317), (12.317, 14.269), (14.269, 16.457), (16.457, 27.092)]","[('00:00:00.000', '00:00:01.548'), ('00:00:01.548', '00:00:02.524'), ('00:00:02.524', '00:00:03.837'), ('00:00:03.837', '00:00:05.317'), ('00:00:05.317', '00:00:08.245'), ('00:00:08.245', '00:00:09.962'), ('00:00:09.962', '00:00:12.317'), ('00:00:12.317', '00:00:14.269'), ('00:00:14.269', '00:00:16.457'), ('00:00:16.457', '00:00:27.092')]"
results/huggies/C_OZ-zayDHG_2024-08-28_19-21-08_UTC,"[(0.0, 0.633), (0.633, 1.233), (1.233, 1.733), (1.733, 2.367), (2.367, 3.433), (3.433, 3.867), (3.867, 4.3), (4.3, 4.8), (4.8, 5.633), (5.633, 6.267), (6.267, 6.967), (6.967, 7.567), (7.567, 8.3), (8.3, 8.733), (8.733, 9.767), (9.767, 10.467), (10.467, 11.0), (11.0, 11.767), (11.767, 12.5), (12.5, 13.033), (13.033, 13.667), (13.667, 15.133), (15.133, 16.5), (16.5, 17.367), (17.367, 18.3), (18.3, 18.867), (18.867, 19.467), (19.467, 20.767), (20.767, 21.267), (21.267, 21.9), (21.9, 23.967)]","[('00:00:00.000', '00:00:00.633'), ('00:00:00.633', '00:00:01.233'), ('00:00:01.233', '00:00:01.733'), ('00:00:01.733', '00:00:02.367'), ('00:00:02.367', '00:00:03.433'), ('00:00:03.433', '00:00:03.867'), ('00:00:03.867', '00:00:04.300'), ('00:00:04.300', '00:00:04.800'), ('00:00:04.800', '00:00:05.633'), ('00:00:05.633', '00:00:06.267'), ('00:00:06.267', '00:00:06.967'), ('00:00:06.967', '00:00:07.567'), ('00:00:07.567', '00:00:08.300'), ('00:00:08.300', '00:00:08.733'), ('00:00:08.733', '00:00:09.767'), ('00:00:09.767', '00:00:10.467'), ('00:00:10.467', '00:00:11.000'), ('00:00:11.000', '00:00:11.767'), ('00:00:11.767', '00:00:12.500'), ('00:00:12.500', '00:00:13.033'), ('00:00:13.033', '00:00:13.667'), ('00:00:13.667', '00:00:15.133'), ('00:00:15.133', '00:00:16.500'), ('00:00:16.500', '00:00:17.367'), ('00:00:17.367', '00:00:18.300'), ('00:00:18.300', '00:00:18.867'), ('00:00:18.867', '00:00:19.467'), ('00:00:19.467', '00:00:20.767'), ('00:00:20.767', '00:00:21.267'), ('00:00:21.267', '00:00:21.900'), ('00:00:21.900', '00:00:23.967')]"
results/huggies/C0mgUu3ugah_2023-12-08_18-13-11_UTC_1,"[(0.0, 0.533), (0.533, 1.5), (1.5, 2.433), (2.433, 4.533), (4.533, 5.233), (5.233, 6.5), (6.5, 7.2), (7.2, 9.167), (9.167, 9.8), (9.8, 11.767), (11.767, 17.8), (17.8, 19.867), (19.867, 20.9), (20.9, 22.033), (22.033, 22.867), (22.867, 24.533)]","[('00:00:00.000', '00:00:00.533'), ('00:00:00.533', '00:00:01.500'), ('00:00:01.500', '00:00:02.433'), ('00:00:02.433', '00:00:04.533'), ('00:00:04.533', '00:00:05.233'), ('00:00:05.233', '00:00:06.500'), ('00:00:06.500', '00:00:07.200'), ('00:00:07.200', '00:00:09.167'), ('00:00:09.167', '00:00:09.800'), ('00:00:09.800', '00:00:11.767'), ('00:00:11.767', '00:00:17.800'), ('00:00:17.800', '00:00:19.867'), ('00:00:19.867', '00:00:20.900'), ('00:00:20.900', '00:00:22.033'), ('00:00:22.033', '00:00:22.867'), ('00:00:22.867', '00:00:24.533')]"
results/huggies/C687-D5OtXf_2024-05-14_14-26-47_UTC_1,"[(0.0, 4.967), (4.967, 5.633), (5.633, 6.067), (6.067, 7.233), (7.233, 7.667), (7.667, 8.133), (8.133, 9.2), (9.2, 10.5), (10.5, 11.267), (11.267, 11.967), (11.967, 12.8), (12.8, 13.833), (13.833, 14.5), (14.5, 15.3), (15.3, 16.433), (16.433, 17.1), (17.1, 18.533), (18.533, 19.0), (19.0, 19.8), (19.8, 20.267), (20.267, 21.0), (21.0, 21.733), (21.733, 22.633), (22.633, 23.6), (23.6, 24.267), (24.267, 25.567), (25.567, 26.9), (26.9, 27.733), (27.733, 28.433), (28.433, 30.2)]","[('00:00:00.000', '00:00:04.967'), ('00:00:04.967', '00:00:05.633'), ('00:00:05.633', '00:00:06.067'), ('00:00:06.067', '00:00:07.233'), ('00:00:07.233', '00:00:07.667'), ('00:00:07.667', '00:00:08.133'), ('00:00:08.133', '00:00:09.200'), ('00:00:09.200', '00:00:10.500'), ('00:00:10.500', '00:00:11.267'), ('00:00:11.267', '00:00:11.967'), ('00:00:11.967', '00:00:12.800'), ('00:00:12.800', '00:00:13.833'), ('00:00:13.833', '00:00:14.500'), ('00:00:14.500', '00:00:15.300'), ('00:00:15.300', '00:00:16.433'), ('00:00:16.433', '00:00:17.100'), ('00:00:17.100', '00:00:18.533'), ('00:00:18.533', '00:00:19.000'), ('00:00:19.000', '00:00:19.800'), ('00:00:19.800', '00:00:20.267'), ('00:00:20.267', '00:00:21.000'), ('00:00:21.000', '00:00:21.733'), ('00:00:21.733', '00:00:22.633'), ('00:00:22.633', '00:00:23.600'), ('00:00:23.600', '00:00:24.267'), ('00:00:24.267', '00:00:25.567'), ('00:00:25.567', '00:00:26.900'), ('00:00:26.900', '00:00:27.733'), ('00:00:27.733', '00:00:28.433'), ('00:00:28.433', '00:00:30.200')]"
results/huggies/C7ubuJJS8Id_2024-06-02_19-46-22_UTC_1,[],[]
results/huggies/C6xb9OxL3K2_2024-05-10_03-14-31_UTC,"[(0.0, 2.167), (2.167, 3.533), (3.533, 5.567), (5.567, 9.833), (9.833, 11.267), (11.267, 12.433), (12.433, 14.467), (14.467, 16.0), (16.0, 17.3), (17.3, 19.3), (19.3, 20.667), (20.667, 23.3), (23.3, 25.267), (25.267, 27.333), (27.333, 29.033), (29.033, 30.467)]","[('00:00:00.000', '00:00:02.167'), ('00:00:02.167', '00:00:03.533'), ('00:00:03.533', '00:00:05.567'), ('00:00:05.567', '00:00:09.833'), ('00:00:09.833', '00:00:11.267'), ('00:00:11.267', '00:00:12.433'), ('00:00:12.433', '00:00:14.467'), ('00:00:14.467', '00:00:16.000'), ('00:00:16.000', '00:00:17.300'), ('00:00:17.300', '00:00:19.300'), ('00:00:19.300', '00:00:20.667'), ('00:00:20.667', '00:00:23.300'), ('00:00:23.300', '00:00:25.267'), ('00:00:25.267', '00:00:27.333'), ('00:00:27.333', '00:00:29.033'), ('00:00:29.033', '00:00:30.467')]"
results/huggies/C-TCddTyYQ2_2024-08-05_17-59-35_UTC,"[(0.0, 5.5), (5.5, 11.833), (11.833, 14.7), (14.7, 17.5), (17.5, 21.9), (21.9, 24.7), (24.7, 29.833), (29.833, 32.433), (32.433, 35.8), (35.8, 37.6), (37.6, 39.733), (39.733, 43.567), (43.567, 47.867), (47.867, 51.6), (51.6, 60.8), (60.8, 69.733)]","[('00:00:00.000', '00:00:05.500'), ('00:00:05.500', '00:00:11.833'), ('00:00:11.833', '00:00:14.700'), ('00:00:14.700', '00:00:17.500'), ('00:00:17.500', '00:00:21.900'), ('00:00:21.900', '00:00:24.700'), ('00:00:24.700', '00:00:29.833'), ('00:00:29.833', '00:00:32.433'), ('00:00:32.433', '00:00:35.800'), ('00:00:35.800', '00:00:37.600'), ('00:00:37.600', '00:00:39.733'), ('00:00:39.733', '00:00:43.567'), ('00:00:43.567', '00:00:47.867'), ('00:00:47.867', '00:00:51.600'), ('00:00:51.600', '00:01:00.800'), ('00:01:00.800', '00:01:09.733')]"
results/huggies/C8Fh47EPuSm_2024-06-11_19-05-03_UTC_1,"[(0.0, 21.1), (21.1, 24.367), (24.367, 26.233), (26.233, 29.4), (29.4, 30.0)]","[('00:00:00.000', '00:00:21.100'), ('00:00:21.100', '00:00:24.367'), ('00:00:24.367', '00:00:26.233'), ('00:00:26.233', '00:00:29.400'), ('00:00:29.400', '00:00:30.000')]"
