path,text,BASIC_SOUNDS,HESITATION_WORDS,VERBAL_CRUTCHES,REPETITIVE_STARTS,FILLED_PAUSES,DISCOURSE_MARKERS,PERSONAL_PRONOUNS,OPINION_INDICATORS,EMOTION_WORDS,JUDGMENT_ADJECTIVES,QUALIFIERS_HEDGING,COMMON_PHRASES,OPINION_PHRASES,SELF_DISCLOSURES,HEALTH,FINANCES,RELATIONSHIPS,FAMILY,LIMITED_AVAILABILITY,EXCLUSIVITY,TIME_SENSITIVE,LIMITED_TIME,EXCLUSIVE_DISCOUNT,URGENCY_PROMOTION,OTHERS,SELLING_FAST,HARD_WORK,EXCLUSIVE_FOR_FOLLOWERS,GENEROSITY,APPRECIATION,NATURAL_FIT,LIFESTYLE_IMPROVEMENT,CONTINUATION,GOALS,DURATION,UNIQUE_CODE,SHARING_CODE,HONESTY,CONTRAST,PROS,CONS,ADMISSION,UNCERTAINTY,FIRST_PERSON_QUESTIONS,GENERAL_AUDIENCE_QUESTIONS,POV,UNBOXING,GRWM,RESTOCKING,DAY_IN_MY_LIFE_PATTERNS,DUPE,video_duration,end_first_segment,PG_BRAND,COTERIE_BRAND,HEALTHYBABY_BRAND,HONEST_BRAND,HUGGIES_BRAND,KUDOSTOBABY_BRAND,LUVS_BRAND,MYMILLIEMOON_BRAND,PAMPERSUS_BRAND,RASCALSBABY_BRAND,THENINJAMAS_BRAND,GENERAL_HOOK,NEGATIVE_HOOK,brand_counts,BRAND_TS,integration_in_first_10_seconds,integration_in_first_half_video,integration_duration,int_between_90_240,integration_ts,narrative_changes,brand_as_sponsor
results/coterie/C3Fs12rr5TK_2024-02-08_14-00-00_UTC, I feel like it was just yesterday that I was nesting for my baby girl. Now we get to do it all over again with the baby boy and I am so excited to try the coterie diapers with him. I have been seeing these all over the internet and let me tell you the hype is real. They are so soft and free of over 200 chemicals.,False,True,False,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,23.08,4.7,False,False,False,False,False,False,False,False,False,False,False,False,False,1,8.85,1,0,0.0,0,"(0, 0)",1,0
results/coterie/C3JZ0wivIqb_2024-02-10_00-36-19_UTC," Abraham slowly It loses his breath This læric making fun Guess what? I need to avoid it That's my way, Yumi The way he thinks all about the flow",False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18.27,2.82,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,0,0,0.0,0,"(0, 0)",1,0
results/coterie/C3UKnCJM20g_2024-02-14_04-57-46_UTC_1," Okay, here's part two of my son's nursery closet transformation. We picked up this over-the-door alpha rack. I don't know if you noticed, but we took out the closet sliding doors because at some point, I'd like to replace them with French doors, so this might end up going over the closet door in the future. Next came the fun part. We picked up some cute and spacious toy bins and beautiful and functional storage bins to organize diapers, outgrown clothes, toys, and books. Tell me you're adulting without telling me. And also, seeing all of this come together is just so satisfying. I just need to remind myself to do this more often in my life in general. Anyway, go check out the container store and see how alpha can transform your life. I mean, your space, especially while it's 30% off.",False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,47.37,4.62,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,0,0,0.0,0,"(0, 0)",1,0
results/coterie/C4n3p9buShE_2024-03-17_17-04-23_UTC, girl is coming any day now so let's set up her dresser with these diapers from coterie these are safer babies at all stages and they are as soft as cashmere they even have a water line and they are 70 more absorbent than any other leading diaper brand after i filled up the nursery i went downstairs and filled up the diaper caddy that i'm gonna have next to my bed for the next couple months i added some swaddles some burp rags butt paste and we can't forget the wipes and don't forget i have a code linked in my bio,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21.99,3.84,False,True,False,False,False,False,False,False,False,False,False,False,False,1,1.92,1,1,0.0,0,"(0, 0)",1,0
results/coterie/C50yXdfrqN9_2024-04-16_13-57-06_UTC_1," Here is everything I pack in my diaper bag for a newborn as a third time mom. Starting off with coterie diapers. I recently switched to those because they contain less irritants than the common drugstore brands and they feel super soft on our baby skin. I also use their wipes. We have a changing pad, a nursing cover, and a swaddle blanket just in case. A couple of burp cloths and bibs for spit up. A change of clothes with a cute little hat. I love these booties and some socks. I love this portable sound machine by Hatch. I also use a small pouch and pack a few things for myself like a hand sanitizer, a lotion stain remover. Just some things to have on hand with me. I also make sure to always bring a pacifier. I just have it attached to the side of the diaper bag.",False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40.66,3.96,False,False,False,False,False,False,False,False,False,False,False,False,False,1,5.06,1,1,0.0,0,"(0, 0)",1,0
results/coterie/C5Ootbmg-Yf_2024-04-01_18-20-58_UTC, 40 days and 40 nights I waited for a girl like you Come and save my life All the days I waited for you You know the ones who said I'd never find someone like you You were out of my league All the things I believed,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24.98,3.16,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,0,0,0.0,0,"(0, 0)",1,0
results/coterie/C5j1PoKgShq_2024-04-09_23-53-58_UTC, Thank you. Thank you.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30.69,29.98,False,False,False,False,False,False,False,False,False,False,False,,,0,0.0,0,0,0.0,0,"(0, 0)",0,0
results/coterie/C69FLl1A2qw_2024-05-14_15-46-19_UTC, followed by building Blimp in泥 Limoаздant In cases of apartmentủ We'll die D our那,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20.99,2.36,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,0,0,0.0,0,"(0, 0)",1,0
results/coterie/C6pdQHzNQwR_2024-05-07_00-51-00_UTC_1," No necesito ponerme en forma. Yo ya soy una forma, ¿está bien? Redondito es bonito.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.57,4.84,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,0,0,0.0,0,"(0, 0)",0,0
results/coterie/C6q1DRvOxec_2024-05-07_13-38-16_UTC_1, Thank you. Thank you.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,32.48,29.98,False,False,False,False,False,False,False,False,False,False,False,,,0,0.0,0,0,0.0,0,"(0, 0)",0,0
results/coterie/C7SnXfEgTXf_2024-05-23_00-33-50_UTC," Here's what I pack in my diaper bag as a toddler mom. Leakproof water bottle from Roommate. Water bottle from my toddler. Hand sanitizer from Noshinku. I love that they don't use any synthetic fragrances, harsh chemicals, or artificial dyes. Make sure to use code LOVEYOURHANDS for 20% off. I also have snacks for myself from Trader Joe's. Snacks for my daughter from Target. Tied to GoPin is a must-have. Cute patch from TRVL designed to hide diapers and wipes from Coterie. I just love every book my daughter is obsessed with. Lastly, an extra outfit from Posh Peanut. Comment diaper bag to shop.",False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,25.61,1.92,False,False,False,False,False,False,False,False,False,False,False,False,False,1,18.78,0,0,0.0,0,"(0, 0)",1,0
results/coterie/C7UrACsPIn__2024-05-23_19-38-17_UTC_3," Come with me and you'll be in a world of imagination. Take a look and you'll see in the world of imagination. We'll begin, we'll begin, we'll begin, traveling in a world of imagination. What we'll see will define, explanations. If you want to go to paradise, things will go down and do it.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,46.79,8.88,False,False,False,False,False,False,False,False,False,False,False,,,0,0.0,0,0,0.0,0,"(0, 0)",1,0
results/coterie/C7UrACsPIn__2024-05-23_19-38-17_UTC_5, We're dancing in America! We're dancing! We're dancing! We're dancing in America!,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15.42,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,0,0,0.0,0,"(0, 0)",0,0
results/coterie/C8W-DrQAy5D_2024-06-18_13-43-52_UTC_1," As a mom, I always expected there to be sleepless nights. What I didn't expect is how much a diaper could make a difference. We switched over to Coterie diapers which are made up of non-toxic ingredients and hold up to 70% more liquid than the average leading brand. With less leaks and blowouts and the cashmere-like softness, Coterie diapers have helped our babies sleep better.",False,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18.2,2.7600000000000002,False,False,False,False,False,False,False,False,False,False,False,False,False,2,7.75,1,0,0.0,0,"(0, 0)",1,0
results/coterie/C9u8T2oOucZ_2024-07-22_17-33-12_UTC_1," As a new mom, sometimes it can feel difficult feeling like you're making the right decision. But when it came to Coterie Diapers, it was a no-brainer. These diapers give up to 12 hours of leak protection, perfect for those nights of uninterrupted sleep. They are fast absorbency, and Coterie Diapers keeps my baby dry and comfortable all day. For the new moms, don't worry. The newborn size has a special umbilical cord notch to keep your baby's tummy nice and safe. Happy diapering. Happy diapering.",False,True,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30.14,4.14,False,False,False,False,False,False,False,False,False,False,False,False,False,2,5.47,1,1,0.0,0,"(0, 0)",1,0
results/coterie/C_OPxz_pxZG_2024-08-28_17-51-08_UTC_1," Hey honey, can you throw me a diaper? I think he needs changing. These don't look like... Beeeeeeeeeeep! They're a coterie. Wow, these are so soft. They feel like cashmere. And like they're free of 200 plus chemicals. Cause they are. You're gonna love these, Levi. Happy baby, happy wife, happy life. Ding!",False,True,False,False,False,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,25.91,3.22,False,False,False,False,False,False,False,False,False,False,False,False,False,1,9.14,1,1,0.0,0,"(0, 0)",1,0
results/coterie/Cz7GuxfJQM4_2023-11-21_21-45-43_UTC, Thank you.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18.29,29.98,False,False,False,False,False,False,False,False,False,False,False,,,0,0.0,0,0,0.0,0,"(0, 0)",0,0
results/coterie/DA9WW8hqLPk_2024-10-10_21-25-48_UTC," Hey guys, we partner with Love Every on their play kits and here Bella is playing with her favorite toy of the kit. This one is called the Spinning Rainbow. It truly keeps her engaged and entertained. She also likes the rest of the toys that come in this kit. She can have fun while strengthening her coordination, working on her fine motor skills and strengthening her dexterity. You can tell she's enjoying herself. The smile says it all. Bella also enjoys reading, so the Parts of Me book is another one of her fave. She gets to learn the different parts of the body while advancing in her language skills. We definitely recommend Love Every. Check them out. Bye!",False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40.12,5.48,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,0,0,0.0,0,"(0, 0)",1,0
results/coterie/DAi67vQOFfe_2024-09-30_15-04-09_UTC_1," On the bottom, Paige. You were good. I'm waiting for you to be great. And next, Kendall. You didn't stick out to me. Next is Brooke. Next, Nia. You're third on the pyramid. You were third overall high score. And Mackenzie. And on top of the pyramid, going three for three, once again, is Maddie.",False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28.14,2.08,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,0,0,0.0,0,"(0, 0)",1,0
results/coterie/DBRyRfaRNVn_2024-10-18_19-54-52_UTC, Thank you. Thank you.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,38.17,29.98,False,False,False,False,False,False,False,False,False,False,False,,,0,0.0,0,0,0.0,0,"(0, 0)",0,0
results/healthybaby.co/C0SJ2okxsRd_2023-11-30_20-32-54_UTC_1," It can be a little overwhelming deciding what diaper brand to choose for your little one, but the Healthy Baby diapers and wipes are the safest option and are now available at Target. They are the first and only diaper to be EWG verified, meaning they are free of over 2,800 health-harming ingredients and materials, making them the safest and softest, most sustainable diaper out there. Not only is Healthy Baby the safest, but they're also sensory-friendly and super absorbent with no leaks. And the wipes are big and textured, making messy situations a whole lot easier. Since deciding to switch to Healthy Baby, I felt a lot more confident knowing I'm providing the safest and softest option for my toddler. Healthy Baby is now available nationwide at Target.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,33.18,3.36,False,False,False,False,False,False,False,False,False,False,False,False,False,4,5.25,1,0,29.4,0,"(3.42, 32.82)",1,0
results/healthybaby.co/C3Blevwuey0_2024-02-06_23-40-13_UTC_1," Makes you wanna go Makes you wanna go Na-na, na-na-na-na-na, na-na",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15.6,3.3000000000000003,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,0,0,0.0,0,"(0, 0)",1,0
results/healthybaby.co/C3NTFcRrinp_2024-02-11_12-50-32_UTC_1, Makes you wanna go Makes you wanna go Na-na-na-na-na-na-na Na-na-na-na-na-na-na,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15.62,2.96,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,0,0,0.0,0,"(0, 0)",1,0
results/healthybaby.co/C3RCWt5Ol8A_2024-02-12_23-44-34_UTC," Make sure I go Make sure I go No, no, no, no, no, no, no, no",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15.6,3.3000000000000003,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,0,0,0.0,0,"(0, 0)",1,0
results/honest/C-3imc3JxGA_2024-08-19_22-13-07_UTC," It's time for bed, and here's how we quickly tackle our baby's nighttime routine together, starting with a bath using Honest Sensitive Collection. My husband fills her tub while I get everything she needs for after her bath ready, and the first thing I use is Honest 2-in-1 shampoo and body wash, which I love because it's tear-free and gentle enough for babies, but it's also great for adults. Every so often, I use a little bit of Honest Conditioner too, which makes her tiny little strands so smooth. My husband takes over for drying, and then I use Honest Face and Body Lotion to get her skin nice and hydrated before I get her in her pajamas. And then it's time for my favorite reading time and skin-to-skin snuggles, which I truly feel help create such a strong bond, and knowing that both of our skin is being supported with clean, quality ingredients makes it even better.",False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,43.58,3.7800000000000002,False,False,False,False,False,False,False,False,False,False,False,True,False,4,5.11,1,1,0.0,0,"(0, 0)",1,0
results/honest/C-3kELxSbx9_2024-08-19_22-26-52_UTC," Come spend a day in your life with me and my six-month-old. We're gonna be outside for most of the day, and if you're a new parent, you know the stress of worrying about blowout when you're out and about. And this is why we use Honest Diapers. Honest Baby Diapers give me the ultimate confidence with their enhanced blowout protection. Not to mention, all of Honest products are hypoallergenic, gentle, fragrance, and paraben-free, ensuring you and your little one have the best skin-to-skin contact. After her first nap, we went to meet up with our friends for lunch. Look at her grabbing onto her cute diaper. Then we went to Boba Guy's and had a quick Boba selfie moment. Before we went home, we did another diaper change in the car trunk, and baby girl fell asleep in the ride home.",False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,38.36,2.4,False,False,False,False,False,False,False,False,False,False,False,False,False,3,10.01,0,1,0.0,0,"(0, 0)",1,0
results/honest/C-9IvCONxeT_2024-08-22_02-29-02_UTC_1," Got my books and got my dreams, hey, hey, hey, hey, hey. I still believe that impossible things are real, oh yeah, what a feeling is. Na, na, na, na, na, na, na, na, na, na, na. Na, na, na, na, na, na, na, na, na, na, na, na, na, na, na, na. Thank you.",True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,32.18,6.28,False,False,False,False,False,False,False,False,False,False,False,,,0,0.0,0,0,0.0,0,"(0, 0)",1,0
results/honest/C-Tkr4oJApf_2024-08-05_22-59-51_UTC," If your baby suffers from dry chapped skin, you are not alone. And I've tried so many different things, but this honest head-to-toe healing ointment has helped provide so much relief and moisture. My daughter used to scream when I try to put anything on her sensitive skin, but she doesn't fuss at all when I apply this. It glides on easy, is fragrance-free, and not only can I tell it soothes her, but I can physically see and feel the difference it makes on her skin after applying. Our skin is the largest organ in the body, and as her mom, I just want to make sure I'm taking care of it and helping it heal when needed. So I'm so glad to have found a clean skin protectant that we can count on.",False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,36.57,3.18,False,False,False,False,False,False,False,False,False,False,False,False,False,1,6.47,1,1,0.0,0,"(0, 0)",1,0
results/honest/C-VIgozxD5N_2024-08-06_13-34-28_UTC," I remember bringing my first baby home from the hospital and this time of night being so hard for us. The sundown scaries, if you will. Same time every night, a fussy baby and a tired mom. If I could go back, I'd tell myself to go back to the basics of soothing. Skin to skin is not just for the hospital. And during this time, we turned to the honest, sensitive skincare line. It's made with naturally derived ingredients and gentle enough for that new baby delicate skin. In these moments, your brain releases a hormone called oxytocin. Promoting feelings of trust, relaxation, and emotional connection. And sometimes this is all our baby needs to relax.",False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30.48,4.4,False,False,False,False,False,False,False,False,False,False,False,False,False,1,15.38,0,0,0.0,0,"(0, 0)",1,0
results/honest/C-WAF86ygZF_2024-08-06_21-38-49_UTC," As a new mom, one of the things I've had to learn is figuring out a good bedtime routine. One of my favorite things to do is to make sure I have everything prepared. And that starts with good diapers and good wipes. And here's how Honest makes my life just a little bit easier. Their conscious diapers are made with plant-based material, advanced leak protection, which is great for bedtime, and a wetness indicator, which is my favorite. Their conscious wipes are made out of 99% water and gentle, unsensitive skin. As a first-time mom, I'm always worried about what I'm putting on my baby's skin, especially for long periods like overnight. And that's why Honest is one of our favorites when it comes to bedtime. Now let me know your bedtime must-haves.",False,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,31.39,3.68,False,False,False,False,False,False,False,False,False,False,False,False,False,2,9.99,1,1,0.0,0,"(0, 0)",1,0
